Date,knumber,Name,Manufactuer,Specialty,Product_Code,artificial_intelligence1,machine_learning1,neural_network1,neural_networks1,deep_learning1,reinforcement_learning1,natural_language_processing1,decision_tree1,xgboost1,gradient_boosted1,gradient_boosting1,ensemble1,big_data1,AI1,ML1,DL1,DNN1,CNN1,RNN1,NLP1,phantom1,specificity1,sensitivity1,risk_assessment1,time_to_open1,time_to_notification1,human_factor1,ease_of_use1,ease_of_training1,standards1,industry_standards1,risk_management1,risk1,retrospective1,prospective1,summary1,FDA,STUDY,CLINICAL_TRIALS,STUDY_SIZE,Site,STATE,COUNTRY_CODE,CT,multisite,Performance,Jiang,REVIEW_PANEL,MEDICALSPECIALTY,DEVICENAME,DEVICECLASS,UNCLASSIFIED_REASON,GMPEXEMPTFLAG,THIRDPARTYFLAG,REVIEWCODE,REGULATIONNUMBER,SUBMISSION_TYPE_ID,DEFINITION,PHYSICALSTATE,TECHNICALMETHOD,TARGETAREA,Implant_Flag,Life_Sustain_support_flag,SummaryMalfunctionReporting,summary,key_index,year,study1,path
03/05/2020,K193229,Transpara,Screenpoint Medical B.V.,Radiology,QDQ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,,,,NL,0,0,1,1,RA,RA,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,,N,N,,892.209,1,"A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection, localization, and characterization of lesions suspicious for cancer on acquired medical images (e.g., mammography , MR, CT, ultrasound, radiography). The device detects, identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images, and may provide information about the presence, location, and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.",Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Anatomical sites that may contain lesions suspicious for cancer.,N,N,Ineligible,1,1,2020,1,510K
07/02/2020,K193252,Contour ProtegeAI,"MIM Software, Inc.",Radiology,QKB,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,286,yes,OH,US,0,1,1,1,RA,RA,Radiological Image Processing Software For Radiation Therapy,2,,N,N,,892.205,1,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.","Software application and/or firmware, system components and accessories","Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.",Human-derived imaging products,N,N,Ineligible,1,3,2020,1,510K
03/16/2020,K193267,Al-Rad Companion (Musculoskeletal),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,,140,Yes,TN,US,0,1,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,1,2020,1,510K
01/15/2021,K193271,uAI EasyTriage-Rib,"Shanghai United Imaging Intelligence Co., Ltd.",Radiology,QFM,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,,200,,,CN,0,0,1,1,RA,RA,Radiological Computer-Assisted Prioritization Software For Lesions,2,,N,N,,892.208,1,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.",The device operates on radiological images of the human body.,N,N,Ineligible,1,1,2021,1,510K
03/20/2020,K193281,Hepatic VCAR,GE Medical Systems SCS,Radiology,JAK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,FR,0,0,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,1,2020,0,510K
07/30/2020,K193283,AI-Rad Companion Prostate MR,Siemens Medical Solutions USA Inc,Radiology,QIH,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,,,,PA,US,0,0,0,1,RA,RA,Automated Radiological Image Processing Software,2,,N,N,,892.205,1,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.","Software application and/or firmware, system components and accessories","Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.",Human-derived imaging products,N,N,Ineligible,1,1,2020,0,510K
11/12/2020,K193289,"FastStroke, CT Perfusion 4D",GE Medical Systems SCS,Radiology,JAK,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,FR,0,0,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,2,2020,0,510K
06/19/2020,K193298,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,184,3,,IL,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,2,2020,1,510K
04/08/2020,K193300,AIMI-Triage CXR PTX,"RADLogics, Inc.",Radiology,QFM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,300,,MA,US,0,0,0,1,RA,RA,Radiological Computer-Assisted Prioritization Software For Lesions,2,,N,N,,892.208,1,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.",The device operates on radiological images of the human body.,N,N,Ineligible,1,1,2020,1,510K
11/17/2020,K193306,PROView,GE Medical Systems SCS,Radiology,LLZ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,WI,US,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2020,0,510K
04/21/2020,K193351,NinesAI,"Nines, Inc.",Radiology,QAS,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,20,CA,US,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,2,2020,1,510K
07/30/2020,K193417,FractureDetect (FX),"Imagen Technologies, Inc.",Radiology,QBS,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,,175,,NY,US,0,0,1,1,RA,RA,Radiological Computer Assisted Detection/Diagnosis Software For Fracture,2,,N,N,,892.209,1,"A radiological computer assisted detection and diagnostic software for suspected fracture is an image processing device intended to aid in the detection, localization, and/or characterization of fracture on acquired medical images (e.g. radiography, MR, CT). The device detects, identifies and/or characterizes fracture based on features or information extracted from images, and may provide information about the presence, location, and/or characteristics of the fracture to the user. Primary diagnostic and patient management decisions are made by the clinical user.",Software device that receives radiological images as an input and provides a concurrent read for presence or absence of fracture (detection and diagnosis) as an output,Analyzes radiological images using machine learning algorithms to detect and diagnose fracture.,Radiological images of anatomical sites that main contain fracture.,N,N,Ineligible,1,2,2020,1,510K
11/06/2020,K193562,AI-Rad Companion Organs RT,"Siemens Medical Solutions USA, Inc.",Radiology,QKB,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,,,,PA,US,0,0,0,1,RA,RA,Radiological Image Processing Software For Radiation Therapy,2,,N,N,,892.205,1,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.","Software application and/or firmware, system components and accessories","Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.",Human-derived imaging products,N,N,Ineligible,1,1,2020,1,510K
03/18/2020,K193658,Viz ICH,"Viz.Ai, Inc.",Radiology,QAS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,,261,2,CA,US,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,1,2020,1,510K
03/20/2020,K200036,AI-ECG Tracker,"Shenzhen Carewell Electronics Co., Ltd.",Cardiovascular,DPS,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,,CN,0,0,0,1,CV,CV,Electrocardiograph,2,,N,Y,,870.234,1,,,,,N,N,Eligible,1,3,2020,0,510K
06/23/2020,K200232,LVivo Software Application,DiA Imaging Analysis Ltd,Radiology,QIH,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,226,,,IL,0,0,1,1,RA,RA,Automated Radiological Image Processing Software,2,,N,N,,892.205,1,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.","Software application and/or firmware, system components and accessories","Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.",Human-derived imaging products,N,N,Ineligible,1,3,2020,1,510K
10/30/2020,K200323,AutoContour,"Radformation, Inc.",Radiology,QKB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,NY,US,0,0,0,1,RA,RA,Radiological Image Processing Software For Radiation Therapy,2,,N,N,,892.205,1,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.","Software application and/or firmware, system components and accessories","Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.",Human-derived imaging products,N,N,Ineligible,1,1,2020,0,510K
09/24/2020,K200569,RayStation,Raysearch Laboratories Ab (Publ),Radiology,MUJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,SE,0,0,1,1,RA,RA,"System, Planning, Radiation Therapy Treatment",2,,N,N,,892.505,1,,,,,N,N,Eligible,1,1,2020,0,510K
10/16/2020,K200595,"CellaVision DC-1, CellaVision DC-1 PPA",CellaVision AB,Other,JOY,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,598,3,,SE,0,1,1,1,HE,HE,"Device, Automated Cell-Locating",2,,N,Y,,864.526,1,,,,,N,N,Eligible,1,3,2020,1,510K
07/22/2020,K200621,Caption Interpretation Automated Ejection Fraction Software,Caption Health,Radiology,QIH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,,CA,US,0,0,1,1,RA,RA,Automated Radiological Image Processing Software,2,,N,N,,892.205,1,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.","Software application and/or firmware, system components and accessories","Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.",Human-derived imaging products,N,N,Ineligible,1,1,2020,0,510K
08/03/2020,K200667,EyeArt,"Eyenuk, Inc",Other,PIB,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,NCT03112005,915,11,CA,US,1,1,1,1,OP,OP,Diabetic Retinopathy Detection Device,2,,N,N,,886.11,1,A retinal diagnostic software device is a prescription software device that incorporates an adaptive algorithm to evaluate ophthalmic images for diagnostic screening to identify retinal diseases or conditions.,"Installed on, and operated by, an off-the-shelf hardware system with an appropriate OS.","Software as a medical device designed to analyze digital fundus images taken with an ophthalmic camera. Using artificial intelligence algorithms, the device is able to determine whether a patient has referable retinopathy.",Fundus images of the macula and optic nerve of the eye.,N,N,Eligible,1,4,2020,1,510K
09/09/2020,K200708,Vivid iq,"GE Medical Systems Ultrasound and Primary Care Diagnostics, LLC",Radiology,IYN,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,WI,US,0,0,1,1,RA,RA,"System, Imaging, Pulsed Doppler, Ultrasonic",2,,N,Y,,892.155,1,,,,,N,N,Eligible,1,1,2020,0,510K
08/26/2020,K200714,AVIEW,"Coreline Soft Co., Ltd.",Radiology,LLZ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,KR,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2020,0,510K
01/09/2021,K200717,CLEWICU System (ClewICUServer and ClewICUnitor),Clew Medical Ltd.,Cardiovascular,QNL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,,,2,,IL,0,1,1,1,CV,CV,Medium-Term Adjunctive Predictive Cardiovascular Indicator,2,,N,N,,870.221,1,The adjunctive predictive cardiovascular indicator is a prescription device that uses software algorithms to analyze cardiovascular vital signs and predict future cardiovascular status or events within a defined medium-term period. This device is intended for adjunctive use with other physical vital sign parameters and patient information and is not intended to independently direct therapy.,The device consists of software for use on a computing device. It collects data from first- or third-party sensors attached to the patient.,The device combines patient data collected from patient monitors and/or electronic health records to produce a single value that estimates the likelihood of a future adverse cardiovascular event or condition.,Human body,N,N,Ineligible,1,1,2021,1,510K
07/23/2020,K200743,Vivid E80/ Vivid E90/ Vivid E95,"GE Medical Systems Ultrasound and Primary Care Diagnostics, LLC",Radiology,IYN,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,WI,US,0,0,1,1,RA,RA,"System, Imaging, Pulsed Doppler, Ultrasonic",2,,N,Y,,892.155,1,,,,,N,N,Eligible,1,1,2020,0,510K
04/16/2020,K200755,Caption Guidance,"Caption Health, Inc.",Radiology,QJU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,,,,CA,US,0,0,1,1,RA,RA,Image Acquisition And/Or Optimization Guided By Artificial Intelligence,2,,N,N,,892.21,1,"A radiological acquisition and/or optimization guidance system is a device that is intended to aid in the acquisition and/or optimization of images and/or diagnostic signals. The device interfaces with the acquisition system, analyzes its output, and provides guidance and/or feedback to the operator for improving image and/or signal quality.","The subject software would utilize images acquired using an imaging system.  The software can be installed on an existing imaging system, or can be operated on a computer that is connected to the imaging system.","The device's algorithm would be based on the analysis of images and/or diagnostic data.  The underlying algorithms used for providing guidance to the users may be based on deep learning methods, trained on images obtained by trained operators.",Human body,N,N,Ineligible,1,1,2020,1,510K
06/26/2020,K200760,Rapid ASPECTS,ISchemaView Inc.,Radiology,POK,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,,,CO,US,0,0,1,1,RA,RA,Computer-Assisted Diagnostic Software For Lesions Suspicious For Cancer,2,,N,N,,892.206,1,Assist users in characterizing lesions identified on acquired medical images,Software,The device characterizes lesions based on features or information extracted from the images and provides information about the lesion(s) to the user.,Lesions,N,N,Eligible,1,3,2020,1,510K
09/09/2020,K200851,"Vivid T8, Vivid T9","GE Medical Systems Ultrasound and Primary Care Diagnostics, LLC",Radiology,IYN,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,WI,US,0,0,1,1,RA,RA,"System, Imaging, Pulsed Doppler, Ultrasonic",2,,N,Y,,892.155,1,,,,,N,N,Eligible,1,1,2020,0,510K
06/24/2020,K200855,CINA,AVICENNA.AI,Radiology,QAS,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,,1290,3,,FR,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,2,2020,1,510K
11/20/2020,K200873,HALO,NICo-Lab B.V.,Radiology,QAS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,,348,Yes,,NL,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,1,2020,1,510K
07/16/2020,K200905,HealthMammo,Zebra Medical Vision Ltd.,Radiology,QFM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,,835,Yes,,IL,0,1,1,1,RA,RA,Radiological Computer-Assisted Prioritization Software For Lesions,2,,N,N,,892.208,1,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.",The device operates on radiological images of the human body.,N,N,Ineligible,1,1,2020,1,510K
06/17/2020,K200921,qER,Qure.Ai Technologies,Radiology,QAS,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,1320,,,IN,0,0,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,4,2020,1,510K
07/09/2020,K200941,Rapid LVO,iSchemaView Inc.,Radiology,QAS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,,,,CO,US,0,0,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,2,2020,0,510K
06/11/2020,K200980,Auto 3D Bladder Volume Tool,"Butterfly Network, Inc.",Radiology,IYO,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,CT,US,0,0,1,1,RA,RA,"System, Imaging, Pulsed Echo, Ultrasonic",2,,N,Y,,892.156,1,,,,,N,N,Eligible,1,3,2020,0,510K
08/07/2020,K200990,VIDAvision,Vida Diagnostics Inc.,Radiology,JAK,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,IA,US,0,0,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,1,2020,0,510K
11/18/2020,K201019,Genius AI Detection,"Hologic, Inc.",Radiology,QDQ,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,390,,MA,US,0,0,1,1,RA,RA,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,,N,N,,892.209,1,"A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection, localization, and characterization of lesions suspicious for cancer on acquired medical images (e.g., mammography , MR, CT, ultrasound, radiography). The device detects, identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images, and may provide information about the presence, location, and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.",Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Anatomical sites that may contain lesions suspicious for cancer.,N,N,Ineligible,1,2,2020,1,510K
08/26/2020,K201020,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,268,2,,IL,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,1,2020,1,510K
12/07/2020,K201039,HepaFat-AI,Resonance Health Analysis Services Pty Ltd.,Radiology,LNH,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,145,,,AU,0,0,1,1,RA,RA,"System, Nuclear Magnetic Resonance Imaging",2,,N,Y,,892.1,1,,,,,N,N,Eligible,1,2,2020,1,510K
